Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-14866-80-6,172.16.0.1,14866,192.168.10.50,80,6,7/7/2017 3:57,103368,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,112539.6641,77.3933906,14766.85714,38597.94791,102297,9,826,413.0,492.1463197,761,65,103320,25830.0,50979.18934,102297,9,0,0,0,0,72,112,29.02252148,48.37086913,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14677-80-6,172.16.0.1,14677,192.168.10.50,80,6,7/7/2017 3:57,1219790,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,9531.968618,5.738692726,203298.3333,493226.467,1210067,3,9009,4504.5,6366.082351,9006,3,1219759,406586.3333,695850.3061,1210067,181,0,0,0,0,72,92,2.45943974,3.279252986,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14343-80-6,172.16.0.1,14343,192.168.10.50,80,6,7/7/2017 3:56,10045863,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.389043131,0.398173855,3348621.0,5799978.243,10000000,1,10000000,3348621.0,5799978.243,10000000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.398173855,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,10000000.0,0.0,10000000,10000000,DDoS
192.168.10.1-192.168.10.3-53-60837-17,192.168.10.3,60837,192.168.10.1,53,17,7/7/2017 3:30,60287,1,1,48,111,48,48,48.0,0.0,111,111,111.0,0.0,2637.384511,33.17464793,60287.0,0.0,60287,60287,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.58732397,16.58732397,48,111,69.0,36.37306696,1323.0,0,0,0,0,0,0,0,0,1,103.5,48.0,111.0,20,0,0,0,0,0,0,1,48,1,111,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.1-192.168.10.3-53-61393-17,192.168.10.3,61393,192.168.10.1,53,17,7/7/2017 3:30,168963,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,615.5193741,11.83691104,168963.0,0.0,168963,168963,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,5.91845552,5.91845552,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,20,0,0,0,0,0,0,1,44,1,60,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-50126-80-6,172.16.0.1,50126,192.168.10.50,80,6,7/7/2017 3:56,8793763,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.411508816,0.568584803,2198440.75,4396210.192,8792756,1,8793763,2198440.75,4396210.192,8792756,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.568584803,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1007.0,0.0,1007,1007,8792756.0,0.0,8792756,8792756,DDoS
172.16.0.1-192.168.10.50-14456-80-6,172.16.0.1,14456,192.168.10.50,80,6,7/7/2017 3:57,5311841,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.647759411,0.941293235,1327960.25,2654593.874,5309851,3,5311841,1327960.25,2654593.874,5309851,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.941293235,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1990.0,0.0,1990,1990,5309851.0,0.0,5309851,5309851,DDoS
192.168.10.16-199.244.48.55-42368-443-6,192.168.10.16,42368,199.244.48.55,443,6,7/7/2017 3:30,142471,49,63,1325,104393,570,0,27.04081633,108.0950506,2896,0,1657.031746,724.1596457,742031.7117,786.1248956,1283.522523,4976.628369,23263,0,142471,2968.145833,7337.82657,23828,0,119028,1919.806452,6001.868624,23811,1,0,0,0,0,1264,2024,343.9296418,442.1952538,0,2896,935.5575221,978.2782702,957028.3739,0,0,0,1,0,0,0,0,1,943.9107143,27.04081633,1657.031746,1264,0,0,0,0,0,0,49,1325,63,104393,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-51847-80-6,172.16.0.1,51847,192.168.10.50,80,6,7/7/2017 3:56,71402417,8,5,56,11607,20,0,7.0,5.656854249,10220,0,2321.4,4455.182578,163.3418096,0.182066666,5950201.417,19100000.0,66300000,1,71200000,10200000.0,24800000.0,66300000,1,171657,42914.25,84915.83072,170285,44,0,0,0,0,172,112,0.112041025,0.070025641,0,10220,833.5,2726.136143,7431818.269,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4900924.0,0.0,4900924,4900924,66300000.0,0.0,66300000,66300000,DDoS
172.16.0.1-192.168.10.50-51922-80-6,172.16.0.1,51922,192.168.10.50,80,6,7/7/2017 3:56,857546,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,13565.45305,10.49506382,107193.25,301909.6779,854379,7,2584,1292.0,1817.264428,2577,7,857359,171471.8,381758.0431,854379,111,0,0,0,0,72,132,3.498354607,6.996709214,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.17-53-7077-17,192.168.10.17,7077,192.168.10.3,53,17,7/7/2017 3:30,271,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,988929.8893,14760.1476,90.33333333,150.4005762,264,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,7380.073801,7380.073801,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-49704-80-6,172.16.0.1,49704,192.168.10.50,80,6,7/7/2017 3:56,1009632,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,11522.0199,6.933219232,168272.0,411675.0412,1008600,3,770,385.0,540.2295808,767,3,1009564,336521.3333,582037.2739,1008600,186,0,0,0,0,72,92,2.971379671,3.961839561,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14509-80-6,172.16.0.1,14509,192.168.10.50,80,6,7/7/2017 3:57,1550258,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,7503.912252,5.16043136,221465.4286,585508.5895,1549274,3,820,410.0,441.2346315,722,98,1550207,387551.75,774481.5921,1549274,3,0,0,0,0,72,112,1.93516176,3.2252696,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-15069-80-6,172.16.0.1,15069,192.168.10.50,80,6,7/7/2017 3:57,8866765,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.706736899,0.451122816,2955588.333,5119227.428,8866763,1,8866765,2955588.333,5119227.428,8866763,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.451122816,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2.0,0.0,2,2,8866763.0,0.0,8866763,8866763,DDoS
172.16.0.1-192.168.10.50-49789-80-6,172.16.0.1,49789,192.168.10.50,80,6,7/7/2017 3:56,82515,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,140980.4278,109.071078,10314.375,28719.30908,81389,3,816,408.0,453.9625535,729,87,82463,16492.6,36279.74829,81389,3,0,0,0,0,72,132,36.357026,72.71405199,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14234-80-6,172.16.0.1,14234,192.168.10.50,80,6,7/7/2017 3:56,1133412,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,26.46875099,4.411458499,283353.0,566068.1781,1132455,1,1133412,283353.0,566068.1781,1132455,1,0,0.0,0.0,0,0,0,0,0,0,100,0,4.411458499,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49887-80-6,172.16.0.1,49887,192.168.10.50,80,6,7/7/2017 3:56,5624978,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.266683354,0.711113892,1874992.667,3247580.83,5624976,1,5624978,1874992.667,3247580.83,5624976,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.711113892,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2.0,0.0,2,2,5624976.0,0.0,5624976,5624976,DDoS
172.16.0.1-192.168.10.50-49936-80-6,172.16.0.1,49936,192.168.10.50,80,6,7/7/2017 3:56,37048,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,313836.1045,242.9280933,4631.0,8367.988135,18913,15,17790,8895.0,12116.9818,17463,327,37017,7403.4,10028.41457,18913,15,0,0,0,0,72,132,80.97603109,161.9520622,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14224-80-6,172.16.0.1,14224,192.168.10.50,80,6,7/7/2017 3:56,2017997,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.86622626,2.477704377,504499.25,1006992.842,2014988,1,2017997,504499.25,1006992.842,2014988,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.477704377,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.5-53-58026-17,192.168.10.5,58026,192.168.10.3,53,17,7/7/2017 3:30,282,2,2,128,384,64,64,64.0,0.0,192,192,192.0,0.0,1815602.837,14184.39716,94.0,78.80989786,185,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,40,40,7092.198582,7092.198582,64,192,115.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,144.0,64.0,192.0,40,0,0,0,0,0,0,2,128,2,384,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14857-80-6,172.16.0.1,14857,192.168.10.50,80,6,7/7/2017 3:57,1871031,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6217.427718,4.810182194,233878.875,661135.2349,1870105,3,770,385.0,538.8153673,766,4,1870968,374193.6,836239.9544,1870105,3,0,0,0,0,72,132,1.603394065,3.206788129,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.1-192.168.10.3-53-60779-17,192.168.10.3,60779,192.168.10.1,53,17,7/7/2017 3:30,23306,1,1,45,173,45,45,45.0,0.0,173,173,173.0,0.0,9353.814468,85.81481164,23306.0,0.0,23306,23306,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.90740582,42.90740582,45,173,87.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,131.5,45.0,173.0,20,0,0,0,0,0,0,1,45,1,173,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.16-199.244.48.55-42054-443-6,192.168.10.16,42054,199.244.48.55,443,6,7/7/2017 3:30,142921,49,58,1325,104393,570,0,27.04081633,108.0950506,4344,0,1799.87931,947.2788744,739695.3562,748.6653466,1348.311321,5103.347085,23389,1,142889,2976.854167,7398.435677,23792,1,119565,2097.631579,6274.38321,24024,1,0,0,0,0,1264,1864,342.8467475,405.8185991,0,4344,978.8703704,1128.043108,1272481.254,0,0,0,1,0,0,0,0,1,988.0186916,27.04081633,1799.87931,1264,0,0,0,0,0,0,49,1325,58,104393,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-52118-80-6,172.16.0.1,52118,192.168.10.50,80,6,7/7/2017 3:56,378173,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,30761.0538,21.15433942,54024.71429,142544.5743,377285,3,766,383.0,455.3767671,705,61,378128,94532.0,188502.2893,377285,3,0,0,0,0,72,112,7.932877281,13.22146214,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-50052-80-6,172.16.0.1,50052,192.168.10.50,80,6,7/7/2017 3:56,11662718,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.572299184,0.428716531,2915679.5,5827919.919,11700000,1,11700000,2915679.5,5827919.919,11700000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.428716531,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5159.0,0.0,5159,5159,11700000.0,0.0,11700000,11700000,DDoS
172.16.0.1-192.168.10.50-15172-80-6,172.16.0.1,15172,192.168.10.50,80,6,7/7/2017 3:57,62083,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,187281.5425,128.8597523,8869.0,15636.47535,39106,25,39594,19797.0,27359.37558,39143,451,62046,15511.5,19082.57372,39582,184,0,0,0,0,72,112,48.3224071,80.53734517,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.1-192.168.10.3-53-61144-17,192.168.10.3,61144,192.168.10.1,53,17,7/7/2017 3:30,81910,1,1,42,98,42,42,42.0,0.0,98,98,98.0,0.0,1709.193017,24.4170431,81910.0,0.0,81910,81910,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12.20852155,12.20852155,42,98,60.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,91.0,42.0,98.0,20,0,0,0,0,0,0,1,42,1,98,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-49911-80-6,172.16.0.1,49911,192.168.10.50,80,6,7/7/2017 3:56,137008,2,6,20,11607,20,0,10.0,14.14213562,5840,0,1934.5,2538.919278,84863.6576,58.39075091,19572.57143,51351.62794,136025,3,915,915.0,0.0,915,915,136956,27391.2,60733.68408,136033,3,0,0,0,0,52,132,14.59768773,43.79306318,0,5840,1291.888889,2226.654017,4957988.111,0,0,0,1,0,0,0,0,3,1453.375,10.0,1934.5,52,0,0,0,0,0,0,2,20,6,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-52131-80-6,172.16.0.1,52131,192.168.10.50,80,6,7/7/2017 3:56,979650,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11874.64911,9.186954525,122456.25,346160.2015,979159,3,375,187.5,260.9224023,372,3,979605,195921.0,437843.3798,979159,3,0,0,0,0,72,132,3.062318175,6.12463635,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49999-80-6,172.16.0.1,49999,192.168.10.50,80,6,7/7/2017 3:56,44560,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,261063.7343,179.5332136,6365.714286,16450.90697,43670,2,749,374.5,379.7163415,643,106,44515,11128.75,21696.75634,43670,2,0,0,0,0,72,112,67.32495512,112.2082585,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-52184-80-6,172.16.0.1,52184,192.168.10.50,80,6,7/7/2017 3:56,71927185,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,162.1500967,0.194641289,5532860.385,18600000.0,67200000,2,71900000,10300000.0,25200000.0,67200000,2,19834,3966.8,8394.094692,18972,2,0,0,0,0,172,132,0.111223594,0.083417695,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,4669531.0,0.0,4669531,4669531,67200000.0,0.0,67200000,67200000,DDoS
172.16.0.1-192.168.10.50-14943-80-6,172.16.0.1,14943,192.168.10.50,80,6,7/7/2017 3:57,1874361,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,6206.381802,4.268121242,267765.8571,708026.0787,1873418,4,736,368.0,451.1341264,687,49,1874317,468579.25,936559.2192,1873418,4,0,0,0,0,72,112,1.600545466,2.667575776,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49863-80-6,172.16.0.1,49863,192.168.10.50,80,6,7/7/2017 3:56,117503,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,99001.72762,59.57294707,19583.83333,47488.46217,116518,5,834,417.0,510.531096,778,56,117395,39131.66667,67019.93257,116518,5,0,0,0,0,72,92,25.53126303,34.04168404,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-15041-80-6,172.16.0.1,15041,192.168.10.50,80,6,7/7/2017 3:57,10801013,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.777517257,0.462919543,2700253.25,5399849.853,10800000,1,10800000,2700253.25,5399849.853,10800000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.462919543,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,985.0,0.0,985,985,10800000.0,0.0,10800000,10800000,DDoS
172.16.0.1-192.168.10.50-51719-80-6,172.16.0.1,51719,192.168.10.50,80,6,7/7/2017 3:56,1680598,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,6921.940881,4.760210354,240085.4286,634836.849,1679760,5,629,314.5,412.2432534,606,23,1680587,420146.75,839742.2135,1679760,5,0,0,0,0,72,112,1.785078883,2.975131471,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.16-199.244.48.55-42444-443-6,192.168.10.16,42444,199.244.48.55,443,6,7/7/2017 3:30,142470,46,60,1331,108751,570,0,28.93478261,111.3763195,4344,0,1812.516667,942.8974905,772667.9301,744.0162841,1356.857143,5081.004253,23221,1,142470,3166.0,7562.024963,23649,1,119446,2024.508475,6113.189115,23772,2,0,0,0,0,1156,1928,322.8749912,421.1412929,0,4344,1028.803738,1136.492597,1291615.423,0,0,0,1,0,0,0,0,1,1038.509434,28.93478261,1812.516667,1156,0,0,0,0,0,0,46,1331,60,108751,29200,61,31,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-49634-17,192.168.10.5,49634,192.168.10.3,53,17,7/7/2017 3:30,204,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1588235.294,19607.84314,68.0,76.29547824,152,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,9803.921569,9803.921569,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-49691-80-6,172.16.0.1,49691,192.168.10.50,80,6,7/7/2017 3:56,11189813,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.144807961,0.357467993,3729937.667,6459568.614,11200000,3,11200000,3729937.667,6459568.614,11200000,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.357467993,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1008.0,0.0,1008,1008,11200000.0,0.0,11200000,11200000,DDoS
192.168.10.16-199.244.48.55-42420-443-6,192.168.10.16,42420,199.244.48.55,443,6,7/7/2017 3:30,142760,47,58,1319,110185,570,0,28.06382979,110.2994746,4344,0,1899.741379,942.9987732,781059.1202,735.5001401,1372.692308,5124.604589,23416,1,142757,3103.413043,7507.662499,23627,1,119344,2093.754386,6205.460356,23834,1,0,0,0,0,1212,1864,329.2238722,406.2762679,0,4344,1051.924528,1168.282922,1364884.985,0,0,0,1,0,0,0,0,1,1061.942857,28.06382979,1899.741379,1212,0,0,0,0,0,0,47,1319,58,110185,29200,61,29,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-49953-80-6,172.16.0.1,49953,192.168.10.50,80,6,7/7/2017 3:56,825184,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,14097.4619,9.694807461,117883.4286,311364.2453,823991,5,881,440.5,345.775216,685,196,825145,206286.25,411803.438,823991,5,0,0,0,0,72,112,3.635552798,6.059254663,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14806-80-6,172.16.0.1,14806,192.168.10.50,80,6,7/7/2017 3:57,6154854,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.899361382,0.649893564,2051618.0,3552640.623,6153854,3,6154854,2051618.0,3552640.623,6153854,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.649893564,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1000.0,0.0,1000,1000,6153854.0,0.0,6153854,6153854,DDoS
192.168.10.3-192.168.10.5-53-56374-17,192.168.10.5,56374,192.168.10.3,53,17,7/7/2017 3:30,24376,2,2,80,424,40,40,40.0,0.0,212,212,212.0,0.0,20676.07483,164.095832,8125.333333,14029.34091,24325,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,40,82.04791598,82.04791598,40,212,108.8,94.20827989,8875.2,0,0,0,0,0,0,0,0,1,136.0,40.0,212.0,64,0,0,0,0,0,0,2,80,2,424,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-52073-80-6,172.16.0.1,52073,192.168.10.50,80,6,7/7/2017 3:56,73271488,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,159.1751487,0.177422356,6105957.333,18300000.0,63500000,0,72300000,10300000.0,23700000.0,63500000,0,1004015,251003.75,501389.5962,1003088,3,0,0,0,0,172,112,0.109182988,0.068239368,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4.0,0.0,4,4,36100000.0,38700000.0,63500000,8737769,DDoS
